,Year,Plant Type,Cap_added,Capacity-Weighted Age
184,1965,Storage,519.0,3.8336534767575872
185,1966,Storage,66.0,4.6486288848263255
186,1967,Storage,1434.5999999999999,3.2686556511188032
187,1968,Storage,808.5,3.5367251980280288
188,1969,Storage,97.700000000000003,4.4435455599600893
189,1970,Storage,469.0,4.9446532449189675
190,1971,Storage,198.30000000000004,5.7205640369320783
191,1972,Storage,362.80000000000007,6.2825637345939569
192,1973,Storage,4441.7999999999984,4.2427724886168052
193,1974,Storage,871.0,4.8751094396688952
194,1975,Storage,387.0,5.6943630127799807
195,1977,Storage,792.0,7.2222489359049691
196,1978,Storage,1481.5999999999997,7.3804732610645214
197,1979,Storage,1364.3000000000002,7.6651345187942672
198,1980,Storage,271.89999999999986,8.5198773348201833
199,1981,Storage,126.90000000000003,9.4451844226903088
200,1982,Storage,107.59999999999998,10.375491170924054
201,1983,Storage,160.5,11.26253815370006
202,1984,Storage,1237.5,11.390388285723224
203,1985,Storage,2862.0,10.660294546901948
204,1987,Storage,199.80000000000004,12.537949722459997
205,1991,Storage,1296.0,15.547838314903411
206,1993,Storage,45.400000000000013,17.510981813900322
207,1995,Storage,847.79999999999973,18.771815462873569
208,2002,Storage,328.0,25.394944224123932
209,2003,Storage,27.0,26.363180691635971
210,2008,Storage,1.0,31.361774174869716
211,2009,Storage,4.0,32.355964152560027
212,2011,Storage,67.800000000000011,34.25155014243304
213,2012,Storage,106.80000000000003,35.083487625252118
214,2013,Storage,48.599999999999987,36.004639073652164
215,2014,Storage,4.0,36.99735089624955
216,1891,Hydropower,3.8999999999999999,1.0
217,1893,Hydropower,0.80000000000000004,2.6595744680851068
218,1896,Hydropower,4.8000000000000007,3.3052631578947373
219,1898,Hydropower,6.2999999999999998,3.5886075949367084
220,1899,Hydropower,3.2000000000000002,3.9842105263157905
221,1900,Hydropower,9.2000000000000011,3.6843971631205683
222,1901,Hydropower,4.2999999999999998,4.1969230769230768
223,1902,Hydropower,2.3999999999999999,4.9083094555873927
224,1903,Hydropower,45.600000000000001,3.1279503105590063
225,1904,Hydropower,29.600000000000005,3.2870118074477745
226,1905,Hydropower,37.600000000000009,3.4502369668246451
227,1906,Hydropower,33.100000000000001,3.8185840707964598
228,1907,Hydropower,122.09999999999997,3.2793000990425876
229,1908,Hydropower,54.100000000000016,3.7823529411764709
230,1909,Hydropower,74.399999999999963,4.1300417246175227
231,1910,Hydropower,174.60000000000005,3.9400990099009903
232,1911,Hydropower,143.59999999999999,4.1852988260405546
233,1912,Hydropower,208.69999999999996,4.2738182197641663
234,1913,Hydropower,347.19999999999999,4.1371888165453852
235,1914,Hydropower,147.69999999999996,4.7166941921277186
236,1915,Hydropower,253.69999999999996,5.0156423926416309
237,1916,Hydropower,168.80000000000007,5.5642693394466063
238,1917,Hydropower,266.89999999999992,5.8711378698777192
239,1918,Hydropower,188.90000000000001,6.3954535706626636
240,1919,Hydropower,279.30000000000001,6.7112762371686845
241,1920,Hydropower,159.00000000000003,7.3260163188677883
242,1921,Hydropower,294.2000000000001,7.622584856396867
243,1922,Hydropower,179.19999999999996,8.2014060187469191
244,1923,Hydropower,409.39999999999986,8.2821551771340953
245,1924,Hydropower,543.60000000000014,8.2092369286497302
246,1925,Hydropower,732.40000000000055,7.9893275981008793
247,1926,Hydropower,281.69999999999999,8.5573767345450378
248,1927,Hydropower,460.40000000000009,8.862609554376002
249,1928,Hydropower,1003.5,8.5300710197476839
250,1929,Hydropower,260.7000000000001,9.2094046056900609
251,1930,Hydropower,792.59999999999991,9.2648075056615991
252,1931,Hydropower,626.79999999999984,9.5696946482649672
253,1932,Hydropower,272.2999999999999,10.26762571580924
254,1933,Hydropower,37.79999999999999,11.222831355893078
255,1934,Hydropower,37.600000000000001,12.174339232360378
256,1935,Hydropower,81.09999999999998,13.061925743757898
257,1936,Hydropower,825.4000000000002,12.939865743872614
258,1937,Hydropower,355.20000000000016,13.478567198932124
259,1938,Hydropower,691.59999999999968,13.603718337353243
260,1939,Hydropower,504.59999999999985,13.988619969712991
261,1940,Hydropower,442.5999999999998,14.454996767937944
262,1941,Hydropower,752.5999999999998,14.574483411708526
263,1942,Hydropower,1109.3999999999999,14.37362694492926
264,1943,Hydropower,1102.3999999999999,14.285853544680066
265,1944,Hydropower,1013.6,14.35647764834248
266,1945,Hydropower,365.59999999999991,15.027323295351213
267,1946,Hydropower,58.900000000000006,15.97202124336145
268,1947,Hydropower,169.00000000000003,16.805131692840362
269,1948,Hydropower,803.09999999999991,17.010166636233517
270,1949,Hydropower,1245.8000000000002,16.847274583079535
271,1950,Hydropower,1201.8,16.804115378873288
272,1951,Hydropower,1372.0,16.69474483932547
273,1952,Hydropower,1692.8000000000006,16.437408568443054
274,1953,Hydropower,1966.3,16.115150598222101
275,1954,Hydropower,1282.8999999999994,16.311297773391814
276,1955,Hydropower,1743.5,16.275909497784021
277,1956,Hydropower,1238.8999999999994,16.573282360355279
278,1957,Hydropower,1594.1999999999998,16.701210279957646
279,1958,Hydropower,2749.4000000000005,16.311985289447662
280,1959,Hydropower,1740.7999999999995,16.495680280415453
281,1960,Hydropower,1639.5,16.753173274797639
282,1961,Hydropower,3493.2999999999993,16.287415838931558
283,1962,Hydropower,2429.5,16.353067659873776
284,1963,Hydropower,2946.5000000000005,16.289378849502256
285,1964,Hydropower,2307.7000000000016,16.499680819789173
286,1965,Hydropower,1604.8,16.961464080541496
287,1966,Hydropower,1414.2000000000003,17.487482474674671
288,1967,Hydropower,2432.2999999999997,17.68574594004895
289,1968,Hydropower,1958.2000000000007,18.056138756893784
290,1969,Hydropower,1907.1000000000004,18.451085906573045
291,1970,Hydropower,1134.8000000000006,19.090249580703045
292,1971,Hydropower,1187.3999999999994,19.707459231059993
293,1972,Hydropower,220.79999999999993,20.63402295836023
294,1973,Hydropower,1260.8000000000002,21.205457802128333
295,1974,Hydropower,554.0,22.01352934266939
296,1975,Hydropower,2030.5,22.307428596694301
297,1976,Hydropower,1615.2999999999997,22.752321294936113
298,1977,Hydropower,519.39999999999998,23.571539650726535
299,1978,Hydropower,2321.6000000000013,23.763959211131958
300,1979,Hydropower,2127.0999999999999,24.040674979223379
301,1980,Hydropower,1226.8999999999992,24.625811811541642
302,1981,Hydropower,278.80000000000001,25.529441581718391
303,1982,Hydropower,656.80000000000007,26.296559867245339
304,1983,Hydropower,721.69999999999982,27.035620823001739
305,1984,Hydropower,632.09999999999968,27.802642366662763
306,1985,Hydropower,1220.2000000000005,28.34793587936791
307,1986,Hydropower,632.89999999999998,29.109372114926074
308,1987,Hydropower,276.80000000000001,30.002497468781641
309,1988,Hydropower,539.89999999999998,30.789389511198952
310,1989,Hydropower,575.10000000000014,31.558203504561664
311,1990,Hydropower,464.0,32.368130108704811
312,1991,Hydropower,167.19999999999999,33.297866698058414
313,1992,Hydropower,201.09999999999991,34.211215450081163
314,1993,Hydropower,158.89999999999992,35.140965997834229
315,1994,Hydropower,276.90000000000009,36.015867415280546
316,1995,Hydropower,123.20000000000006,36.958775498701051
317,1996,Hydropower,60.699999999999996,37.929808572324589
318,1997,Hydropower,62.500000000000007,38.899237715191965
319,1998,Hydropower,2.899999999999999,39.897544280582025
320,1999,Hydropower,188.59999999999994,40.801283531625785
321,2000,Hydropower,3.7000000000000006,41.799102335764182
322,2001,Hydropower,150.10000000000008,42.718600099578133
323,2002,Hydropower,17.800000000000004,43.708145605742132
324,2003,Hydropower,82.5,44.66078395962947
325,2004,Hydropower,79.200000000000045,45.612927323823428
326,2005,Hydropower,30.400000000000002,46.592180459530709
327,2006,Hydropower,21.399999999999999,47.576138928882486
328,2007,Hydropower,21.600000000000001,48.5595398569764
329,2008,Hydropower,19.699999999999992,49.543582233874204
330,2009,Hydropower,26.100000000000005,50.523236077635417
331,2010,Hydropower,21.500000000000004,51.503946025123177
332,2011,Hydropower,160.99999999999997,52.391607657016309
333,2012,Hydropower,352.90000000000003,53.147423184410314
334,2013,Hydropower,428.5,53.848914516021914
335,2014,Hydropower,177.90000000000006,54.714384320472981
336,1921,Coal,10.0,1.0
337,1925,Coal,20.0,0.0
338,1929,Coal,25.0,3.9090909090909096
339,1930,Coal,66.700000000000003,2.7666392769104355
340,1933,Coal,3.0,5.6519647153167591
341,1934,Coal,3.0,6.5191855912294443
342,1935,Coal,89.899999999999991,4.8258272058823524
343,1936,Coal,9.0,5.6341571050308925
344,1937,Coal,20.800000000000001,6.1604688763136606
345,1938,Coal,25.0,6.595080763582966
346,1939,Coal,65.600000000000009,6.3150887573964516
347,1940,Coal,137.5,5.4889589905362772
348,1941,Coal,134.79999999999998,5.2765852859249547
349,1942,Coal,292.0,4.5689903579740667
350,1943,Coal,479.19999999999993,3.9841476655808914
351,1944,Coal,172.5,4.5418918918918916
352,1945,Coal,77.5,5.3261415874961697
353,1946,Coal,50.0,6.167766874814153
354,1947,Coal,312.39999999999992,6.2014143136566515
355,1948,Coal,723.90000000000009,5.5496357347854879
356,1949,Coal,1367.4000000000003,4.6920591403113683
357,1950,Coal,1575.8,4.3859742095036216
358,1951,Coal,1870.8000000000006,4.2965559361639984
359,1952,Coal,3132.0000000000005,4.0346405596504065
360,1953,Coal,4800.9000000000015,3.7821166915620732
361,1954,Coal,6552.6000000000013,3.6565155582201259
362,1955,Coal,7292.7999999999993,3.7467187078856776
363,1956,Coal,2416.9000000000005,4.4613011000094565
364,1957,Coal,4339.0,4.9245743913935565
365,1958,Coal,6600.5,5.162743604467205
366,1959,Coal,7812.3999999999969,5.3637282111931928
367,1960,Coal,6029.8999999999996,5.7913793957755253
368,1961,Coal,4941.5,6.3256680602047508
369,1962,Coal,4129.6000000000004,6.9273374921279238
370,1963,Coal,4936.2999999999993,7.4424075602485686
371,1964,Coal,5174.7000000000007,7.9335983585873597
372,1965,Coal,5984.4000000000005,8.3522986753645245
373,1966,Coal,4475.0000000000009,8.9184460181798535
374,1967,Coal,8305.7000000000025,9.1342296942491732
375,1968,Coal,10427.0,9.2261453238370361
376,1969,Coal,13372.5,9.1828396987877952
377,1970,Coal,11145.999999999998,9.3918756737750346
378,1971,Coal,14219.199999999997,9.46203089109021
379,1972,Coal,11763.799999999999,9.745682484417685
380,1973,Coal,12733.000000000002,10.00755721444823
381,1974,Coal,9516.5999999999967,10.471410613164931
382,1975,Coal,8961.8000000000011,10.968491269100769
383,1976,Coal,8893.399999999996,11.46950139982086
384,1977,Coal,12617.6,11.774101195106937
385,1978,Coal,12288.5,12.117617246094971
386,1979,Coal,10727.5,12.555181680396014
387,1980,Coal,14737.400000000001,12.80259684056352
388,1981,Coal,10502.800000000003,13.278094234310633
389,1982,Coal,12388.699999999995,13.666011539271549
390,1983,Coal,6710.7000000000035,14.333085991741164
391,1984,Coal,9809.5999999999967,14.840216761470888
392,1985,Coal,7353.1999999999998,15.467306142018479
393,1986,Coal,6402.5,16.13613483428631
394,1987,Coal,4200.0999999999995,16.912628422384618
395,1988,Coal,1909.8,17.806775432861951
396,1989,Coal,1886.3,18.697373820939077
397,1990,Coal,2229.3999999999992,19.562584922267625
398,1991,Coal,1896.3000000000002,20.443360864561331
399,1992,Coal,1448.3000000000009,21.348644585058125
400,1993,Coal,192.79999999999998,22.335261778799126
401,1994,Coal,1055.0,23.259219017746933
402,1995,Coal,2624.3999999999996,24.064829484735057
403,1996,Coal,1913.3,24.918715636959831
404,1997,Coal,90.0,25.910175885905733
405,1998,Coal,3.5,26.908393384765617
406,1999,Coal,328.20000000000005,27.878759819475967
407,2000,Coal,130.5,28.865277546539943
408,2001,Coal,519.69999999999993,29.816076359955098
409,2003,Coal,90.899999999999977,31.799877513837583
410,2004,Coal,617.0,32.731714409490415
411,2005,Coal,477.69999999999976,33.67516443623866
412,2006,Coal,580.69999999999993,34.604361411448856
413,2007,Coal,1513.5,35.428300352734993
414,2008,Coal,1584.0,36.239596668960708
415,2009,Coal,1954.0999999999999,37.005377393737092
416,2010,Coal,5836.0,37.33360673730003
417,2011,Coal,4253.0999999999985,37.833697226562776
418,2012,Coal,3952.5,38.338195007036127
419,2013,Coal,804.5,39.173295626106281
420,2014,Coal,106.20000000000006,40.071747254602236
421,1971,Geothermal,110.0,1.0
422,1972,Geothermal,110.0,0.0
423,1973,Geothermal,110.0,0.0
424,1975,Geothermal,110.0,0.0
425,1979,Geothermal,110.0,0.0
426,1980,Geothermal,251.0,0.0
427,1982,Geothermal,128.0,0.0
428,1983,Geothermal,306.0,0.0
429,1984,Geothermal,217.69999999999999,5.8640462586907143
430,1985,Geothermal,465.60000000000008,5.4407548350101651
431,1986,Geothermal,87.399999999999991,6.2036695418058541
432,1987,Geothermal,64.600000000000009,7.0100951552915092
433,1988,Geothermal,289.19999999999993,7.1508794236066997
434,1989,Geothermal,328.90000000000003,7.2760377919952397
435,1990,Geothermal,87.5,8.0466875607910957
436,1992,Geothermal,97.799999999999997,9.7388036329470751
437,1993,Geothermal,48.0,10.578806859020439
438,1996,Geothermal,47.5,13.377576451569452
439,1998,Geothermal,60.5,15.090471003729746
440,2000,Geothermal,69.799999999999983,16.728117438296504
441,2002,Geothermal,7.3000000000000016,18.686461954422558
442,2003,Geothermal,24.0,19.535933307780763
443,2005,Geothermal,30.0,21.326594533029617
444,2006,Geothermal,52.5,21.967634519030284
445,2007,Geothermal,56.70000000000001,22.563547400611629
446,2008,Geothermal,64.0,23.110917816436718
447,2009,Geothermal,212.70000000000002,22.69661939267489
448,2010,Geothermal,23.5,23.519102571284535
449,2011,Geothermal,6.8000000000000016,24.444981828347785
450,2012,Geothermal,191.80000000000007,24.172070685629382
451,2013,Geothermal,91.0,24.570366340224886
452,2014,Geothermal,20.0,25.412057322542402
453,1925,Other,2.0,1.0
454,1926,Other,11.199999999999999,1.1515151515151516
455,1927,Other,8.0,1.7169811320754715
456,1928,Other,67.5,1.4103720405862457
457,1929,Other,6.0,2.3210137275607181
458,1930,Other,9.5,3.1094049904030712
459,1931,Other,11.200000000000001,3.8076256499133438
460,1934,Other,3.0,6.6604729729729728
461,1936,Other,14.5,7.8246802106847246
462,1937,Other,8.6999999999999993,8.3439265536723148
463,1938,Other,30.5,7.8651946542707716
464,1939,Other,20.0,8.046330036439354
465,1940,Other,22.699999999999996,8.1959962756052125
466,1941,Other,23.5,8.3877465379773408
467,1942,Other,52.5,7.8734525447042634
468,1943,Other,87.5,7.0523394131641544
469,1945,Other,11.0,8.8248137683020822
470,1947,Other,60.5,9.5033348154735418
471,1948,Other,109.7,8.640035746201967
472,1949,Other,118.30000000000003,8.1320448509884926
473,1950,Other,134.30000000000004,7.7872183228666429
474,1951,Other,168.19999999999993,7.4510864021218017
475,1952,Other,133.59999999999997,7.5574108986444024
476,1953,Other,73.09999999999998,8.0919966301600681
477,1954,Other,136.0,8.2601662887377181
478,1955,Other,193.30000000000004,8.2071489810723488
479,1956,Other,154.89999999999995,8.4464456677836282
480,1957,Other,150.80000000000001,8.7473655323819983
481,1958,Other,157.60000000000002,9.0509698929076574
482,1959,Other,151.30000000000004,9.4083251208409635
483,1960,Other,91.0,10.022998334758542
484,1961,Other,147.5,10.399046172026676
485,1962,Other,118.2,10.904928445087638
486,1963,Other,66.099999999999994,11.622665152523789
487,1964,Other,136.5,12.032934354323098
488,1965,Other,296.70000000000005,11.837657772272255
489,1966,Other,171.39999999999995,12.195231611943131
490,1967,Other,181.19999999999996,12.533522982482408
491,1968,Other,217.80000000000001,12.766142861158743
492,1969,Other,358.49999999999994,12.597374738239949
493,1970,Other,117.80000000000001,13.229472431574774
494,1971,Other,98.0,13.915674315035334
495,1972,Other,86.5,14.630307484412413
496,1973,Other,5.0,15.612985721389498
497,1974,Other,49.5,16.432102232832463
498,1976,Other,245.10000000000005,17.486353675542865
499,1977,Other,376.2999999999999,17.141826726604002
500,1978,Other,145.09999999999999,17.648230834871303
501,1979,Other,266.0,17.763340936080375
502,1980,Other,341.30000000000001,17.689625247945596
503,1981,Other,404.80000000000007,17.506263220518239
504,1982,Other,428.79999999999995,17.347824074074072
505,1983,Other,333.0,17.499911933069132
506,1984,Other,495.09999999999985,17.314349831009434
507,1985,Other,642.09999999999968,16.915951799954716
508,1986,Other,517.29999999999984,16.881925007381163
509,1987,Other,1013.0,16.077548652497232
510,1988,Other,869.10000000000002,15.726772049161319
511,1989,Other,1012.5,15.324711100940849
512,1990,Other,800.10000000000002,15.315987239150813
513,1991,Other,1058.9000000000001,15.088774761555394
514,1992,Other,477.40000000000015,15.562411942913455
515,1993,Other,497.5999999999998,16.016427046864983
516,1994,Other,376.30000000000007,16.602357882023551
517,1995,Other,471.59999999999991,17.07529247540548
518,1996,Other,482.69999999999993,17.536752819337011
519,1997,Other,377.40000000000009,18.1130966228834
520,1998,Other,295.90000000000009,18.774876543209874
521,1999,Other,160.60000000000002,19.582662005060936
522,2000,Other,138.20000000000007,20.40987829417897
523,2001,Other,466.30000000000007,20.839093197210744
524,2002,Other,234.00000000000006,21.54387729590502
525,2003,Other,428.90000000000009,22.005791921942365
526,2004,Other,140.20000000000005,22.815811393388191
527,2005,Other,158.59999999999999,23.592420286944691
528,2006,Other,364.80000000000007,24.09563952852675
529,2007,Other,330.69999999999993,24.637074904818416
530,2008,Other,351.5,25.148388830914207
531,2009,Other,476.40000000000015,25.496745534750282
532,2010,Other,362.90000000000003,25.985883077357911
533,2011,Other,528.0,26.264553047770281
534,2012,Other,561.30000000000018,26.511400604715249
535,2013,Other,908.69999999999993,26.35684124138627
536,2014,Other,278.09999999999991,26.965566883363806
537,1984,Solar,14.800000000000001,1.0
538,1985,Solar,30.0,1.330357142857143
539,1986,Solar,69.400000000000006,1.521891418563923
540,1987,Solar,34.5,2.1687962340282452
541,1988,Solar,70.40000000000002,2.4719306252852578
