"2014 Form EIA-860 Data - Schedule 3, 'Generator Data' (Retired & Canceled Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Cofire Fuels?,Switch Between Oil and Natural Gas?
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,OH,Clermont,GT4,Petroleum Liquids,GT,,S,X,X,,,52.9,0.900,47.0,61.0,10.0,N, , ,RE,X,6,1972,12,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,N,N
3542,Duke Energy Ohio Inc,2832,Miami Fort,OH,Hamilton,5,Conventional Steam Coal,ST,,S,X,X,,,100.0, ,80.0,80.0, ,N, , ,RE,X,12,1949,1,2008,N,Electric Utility,1,X,BIT,,,,,,DFO,,,,N,N, ,,,Y,,,,,,,
3670,FreePort-McMoRan-Corp-Chino Mines,54667,Chino Mines,NM,Grant,4,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5, ,7.0,7.1, ,, , ,RE,X,6,1930,12,2004,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
3670,FreePort-McMoRan-Corp-Chino Mines,54667,Chino Mines,NM,Grant,5,Natural Gas Steam Turbine,ST,,S,X,X,,,10.0, ,9.3,9.4, ,, , ,RE,X,6,1950,12,2005,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
3670,FreePort-McMoRan-Corp-Chino Mines,54667,Chino Mines,NM,Grant,8,Natural Gas Steam Turbine,ST,,N,X,X,,,30.0, ,27.9,28.2, ,, , ,RE,X,5,1973,12,2005,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
3692,Clark University,10408,Clark University,MA,Worcester,GEN1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.0, ,2.0,2.0, ,, , ,RE,X,6,1981,5,2012,Y,Commercial CHP,5,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
3702,Clarksdale Public Utilities,2060,Third Street,MS,Coahoma,4,Natural Gas Steam Turbine,ST,,S,X,X,,,4.0,1.000,4.0,4.0, ,N, , ,RE,X,10,1951,7,2007,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
3702,Clarksdale Public Utilities,2060,Third Street,MS,Coahoma,5,Natural Gas Steam Turbine,ST,,S,X,X,,,9.0,1.000,8.0,8.0, ,N, , ,RE,X,10,1946,7,2007,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
3710,City of Clay Center - (KS),1270,Clay Center,KS,Clay,4,Natural Gas Steam Turbine,ST,,S,X,X,SPP,SPP,1.5,1.000,1.5,1.5,0.5,N, , ,RE,X,88,1942,1,2005,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,10M,,,,,,,,Y,Y
3762,City of Cleveland - (OH),2908,Lake Road (OH),OH,Cuyahoga,10,Conventional Steam Coal,ST,,S,X,X,,,25.0, ,25.0,25.0, ,, , ,RE,X,1,1953,1,1994,N,Electric Utility,1,X,BIT,,,,,,,,,,,, ,,,Y,,,,,,,
3762,City of Cleveland - (OH),2908,Lake Road (OH),OH,Cuyahoga,11,Conventional Steam Coal,ST,,S,X,X,,,85.0, ,85.0,85.0, ,, , ,RE,X,1,1967,1,1994,N,Electric Utility,1,X,BIT,,,,,,,,,,,, ,,,Y,,,,,,,
3762,City of Cleveland - (OH),2908,Lake Road (OH),OH,Cuyahoga,8,Conventional Steam Coal,ST,,S,X,X,,,25.0, ,25.0,25.0, ,, , ,RE,X,1,1941,1,1994,N,Electric Utility,1,X,BIT,,,,,,,,,,,, ,,,Y,,,,,,,
3762,City of Cleveland - (OH),2908,Lake Road (OH),OH,Cuyahoga,9,Conventional Steam Coal,ST,,S,X,X,,,25.0, ,25.0,25.0, ,, , ,RE,X,1,1953,1,1994,N,Electric Utility,1,X,BIT,,,,,,,,,,,, ,,,Y,,,,,,,
3813,Village of Clinton - (MI),1818,Clinton,MI,LENAWEE,3,Petroleum Liquids,IC,,S,X,X,,,0.4, , , , ,, , ,RE,X,99,1955,8,2008,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,,
3813,Village of Clinton - (MI),1818,Clinton,MI,LENAWEE,4,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4, ,, , ,RE,X,99,1955,8,2008,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,,
3813,Village of Clinton - (MI),1818,Clinton,MI,LENAWEE,5,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4, ,, , ,RE,X,99,1955,8,2008,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,,
3828,Cloverland Electric Co-op,1868,Dafter,MI,Chippewa,2,Petroleum Liquids,IC,,S,X,X,MIUP.DFTR13N1,,1.0,0.900,0.9,0.9,0.9,N, , ,RE,X,11,1955,2,1995,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,
3900,City of Coggon - (IA),1132,Coggon,IA,Linn,3,Petroleum Liquids,IC,,S,X,X,,,0.2, ,0.2,0.2, ,, , ,RE,X,1,1945,1,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
3915,Coldwater Board of Public Util,1819,Coldwater,MI,Branch,1,Petroleum Liquids,IC,,S,X,X,,,0.7, ,0.7,0.7, ,, , ,RE,X,8,1948,12,2002,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
3915,Coldwater Board of Public Util,1819,Coldwater,MI,Branch,3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,3.5, ,3.5,3.5, ,, , ,RE,X,9,1969,9,2012,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,N,Y
3915,Coldwater Board of Public Util,1819,Coldwater,MI,Branch,IC4,Petroleum Liquids,IC,,S,X,X,,,2.5,0.850,2.5,2.5,1.5,N, , ,RE,X,2,1974,9,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,12H,,,,,,,,,
3915,Coldwater Board of Public Util,1819,Coldwater,MI,Branch,IC5,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,6.0, ,6.0,6.0, ,, , ,RE,X,5,1978,11,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,N,Y
3989,City of Colorado Springs - (CO),7730,SECC,CO,El Paso,1,Petroleum Liquids,IC,,S,X,X,,,1.5,0.800,1.1,1.1,0.1,N, , ,RE,X,1,1998,4,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,,N,N
4065,City of Columbus - (OH),312,Refuse & Coal,OH,Franklin,1,Municipal Solid Waste,ST,,S,X,X,,,30.0, ,30.0,30.0, ,, , ,RE,X,7,1983,12,1995,N,Electric Utility,1,X,MSW,,,,,,,,,,,, ,,,,,,,,,,
4065,City of Columbus - (OH),312,Refuse & Coal,OH,Franklin,2,Municipal Solid Waste,ST,,S,X,X,,,30.0, ,30.0,30.0, ,, , ,RE,X,7,1983,12,1995,N,Electric Utility,1,X,MSW,,,,,,,,,,,, ,,,,,,,,,,
4065,City of Columbus - (OH),312,Refuse & Coal,OH,Franklin,3,Municipal Solid Waste,ST,,S,X,X,,,30.0, ,30.0,30.0, ,, , ,RE,X,7,1983,12,1995,N,Electric Utility,1,X,MSW,,,,,,,,,,,, ,,,,,,,,,,
4129,Colmac Clarion Inc,54144,Piney Creek Project,PA,CLARION,GEN1,Conventional Steam Coal,ST,,S,X,X,,,36.2,0.850,32.5,32.5,25.0,N, , ,RE,X,11,1992,1,2014,N,IPP Non-CHP,2,X,WC,WDS,OTH,,,,DFO,,,,N,N, ,OVER,Y,,,,Y,,,Y,N
4161,Constellation Power Source Gen,1559,Riverside (MD),MD,Baltimore,GT6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,135.0,0.900,115.0,115.0,20.0,N, , ,RE,X,4,1970,6,2014,N,IPP Non-CHP,2,X,NG,KER,,,,,,,,,N,, ,1H,,,,,,,,N,Y
4180,Connecticut Mun Elec Engy Coop,6635,A L Pierce,CT,New Haven,1,Petroleum Liquids,ST,,U,X,X,,,7.5, ,7.5,7.5, ,, , ,RE,X,8,1953,12,1998,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
4180,Connecticut Mun Elec Engy Coop,6635,A L Pierce,CT,New Haven,2,Petroleum Liquids,ST,,U,X,X,,,7.5, ,7.3,7.5, ,, , ,RE,X,8,1953,7,2000,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
4180,Connecticut Mun Elec Engy Coop,6635,A L Pierce,CT,New Haven,3,Petroleum Liquids,ST,,U,X,X,,,7.5, ,7.3,7.5, ,, , ,RE,X,8,1953,7,2000,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
4180,Connecticut Mun Elec Engy Coop,56256,"John Street 1, 3, 4 & 5",CT,New Haven,JS 1,Petroleum Liquids,IC,,W,X,X,,,1.8, ,2.0,2.0, ,N, , ,RE,X,1,2005,2,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4202,Phillips 66-Ponca City Refinery,52188,Ponca City Refinery,OK,Kay,G1,Other Gases,ST,,S,X,X,,,4.0,0.800,3.0,3.0, ,, , ,RE,X,9,1947,8,2010,Y,Industrial CHP,7,T,OG,NG,,,,,NG,,,,N,, ,,,,,,,,,,
4202,Phillips 66-Ponca City Refinery,52188,Ponca City Refinery,OK,Kay,G2,Other Gases,ST,,S,X,X,,,4.0,0.800,3.0,3.0, ,N, , ,RE,X,9,1947,8,2010,Y,Industrial CHP,7,T,OG,NG,,,,,NG,,,,N,, ,,,,,,,,,,
4202,Phillips 66-Ponca City Refinery,52188,Ponca City Refinery,OK,Kay,G3,Natural Gas Steam Turbine,ST,,S,X,X,,,10.0,0.800,9.0,9.0, ,N, , ,RE,X,1,1954,1,2007,Y,Industrial CHP,7,T,NG,OG,,,,,,,,,N,, ,,,,,,,,,,
4226,Consolidated Edison Co-NY Inc,2496,Hudson Avenue,NY,Kings,10,Petroleum Liquids,ST,,S,X,X,,,60.0, ,64.3,65.0, ,, , ,RE,X,11,1951,10,2004,N,Electric Utility,1,X,RFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y
4226,Consolidated Edison Co-NY Inc,2502,Waterside,NY,New York,6,Petroleum Liquids,ST,,S,X,X,,,74.8, ,69.0,68.0, ,, , ,RE,X,7,1941,4,2005,Y,Electric Utility,1,,RFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y
4226,Consolidated Edison Co-NY Inc,2502,Waterside,NY,New York,8,Petroleum Liquids,ST,,S,X,X,,,62.5, ,49.8,49.6, ,, , ,RE,X,6,1949,4,2005,Y,Electric Utility,1,,RFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y
4226,Consolidated Edison Co-NY Inc,2502,Waterside,NY,New York,9,Petroleum Liquids,ST,,S,X,X,,,62.5, ,48.4,49.4, ,, , ,RE,X,10,1949,4,2005,Y,Electric Utility,1,,RFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y
4247,Consolidated Water Power Co,3971,Biron,WI,Wood,8,Conventional Hydroelectric,HY,,S,X,X,,,0.4,0.800,0.4,0.4,0.4,N, , ,RE,X,1,1896,1,1999,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,12H,,,,,,,,,
4254,Consumers Energy Co,1696,B E Morrow,MI,Kalamazoo,A,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.0,0.850,13.0,17.0, ,N, , ,RE,X,12,1968,3,2014,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4254,Consumers Energy Co,1696,B E Morrow,MI,Kalamazoo,B,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.0,0.850,11.0,15.0, ,N, , ,RE,X,7,1969,3,2014,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4254,Consumers Energy Co,1706,Gaylord - Consumers,MI,Otsego,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.0, ,12.0,15.0, ,N, , ,RE,X,8,1966,11,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
4254,Consumers Energy Co,1706,Gaylord - Consumers,MI,Otsego,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,16.0, ,14.0,17.0, ,N, , ,RE,X,4,1968,10,2010,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,,,,,,,,,,
4254,Consumers Energy Co,1719,Thetford,MI,Genesee,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.6, ,15.0,17.0, ,N, , ,RE,X,7,1971,9,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4254,Consumers Energy Co,1719,Thetford,MI,Genesee,6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.6, ,15.0,17.0, ,N, , ,RE,X,7,1971,9,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4254,Consumers Energy Co,1719,Thetford,MI,Genesee,7,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.6, ,14.0,17.0, ,N, , ,RE,X,7,1971,9,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4254,Consumers Energy Co,1719,Thetford,MI,Genesee,8,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.6, ,11.0,15.0, ,N, , ,RE,X,7,1971,9,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4254,Consumers Energy Co,1719,Thetford,MI,Genesee,9,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.6, ,12.0,15.0, ,N, , ,RE,X,7,1971,9,2013,N,Electric Utility,1,X,NG,,,,,,,,,,,, ,10M,,,,,,,,,
4329,"Copper Valley Elec Assn, Inc",6305,Glennallen,AK,Valdez Cordova,1,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,88,1959,7,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
4329,"Copper Valley Elec Assn, Inc",6305,Glennallen,AK,Valdez Cordova,2,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,88,1959,7,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
4362,Corn Belt Energy Corporation,7888,Parkside,IL,McLean,2,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,1.8,1.8,1.8,N, , ,RE,X,7,2000,1,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4362,Corn Belt Energy Corporation,7888,Parkside,IL,McLean,3,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,1.8,1.8,1.8,N, , ,RE,X,7,2000,1,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4362,Corn Belt Energy Corporation,7888,Parkside,IL,McLean,4,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,1.8,1.8,1.8,N, , ,RE,X,6,2002,1,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4362,Corn Belt Energy Corporation,7891,Gillum,IL,McLean,1,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,1.8,1.8,1.8,N, , ,RE,X,6,2000,2,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4362,Corn Belt Energy Corporation,7891,Gillum,IL,McLean,2,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,1.8,1.8,1.8,N, , ,RE,X,6,2000,2,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4362,Corn Belt Energy Corporation,8003,Prairie Energy,IL,Logan,1,Conventional Steam Coal,ST,,S,X,X,,,91.0, ,82.0,82.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,BIT,,,,,,,,,,N,, ,,,Y,,,,,,,
4362,Corn Belt Energy Corporation,56176,BNWRD,IL,McLean,1,Petroleum Liquids,IC,,S,X,X,,,2.0,0.800,1.8,1.8,0.2,N, , ,RE,X,7,2000,10,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,,
4375,City of Corning - (IA),1134,Corning,IA,Adams,1,Petroleum Liquids,IC,,S,X,X,,,0.6, ,0.6,0.6, ,, , ,RE,X,7,1945,3,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
4375,City of Corning - (IA),1134,Corning,IA,Adams,2,Petroleum Liquids,IC,,S,X,X,,,0.9, ,0.9,0.9, ,, , ,RE,X,7,1950,3,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
4375,City of Corning - (IA),1134,Corning,IA,Adams,3,Petroleum Liquids,IC,,S,X,X,,,1.3, ,1.3,1.3, ,, , ,RE,X,7,1955,3,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
4375,City of Corning - (IA),1134,Corning,IA,Adams,4,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4, ,, , ,RE,X,7,1938,3,2006,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
4468,Crestwood Corp,54985,Crestwood Dothan,AL,Houston,P83,Natural Gas Steam Turbine,ST,,S,X,X,,,5.0,0.800,4.2,4.0,0.8,N, , ,RE,X,4,1986,1,2003,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
4527,City of Crete,2231,Crete,NE,Saline,1,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4, ,, , ,RE,X,9,1939,4,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
4527,City of Crete,2231,Crete,NE,Saline,2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.3, ,1.3,1.3, ,, , ,RE,X,5,1955,4,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,Y
4527,City of Crete,2231,Crete,NE,Saline,3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.9, ,0.8,0.9, ,, , ,RE,X,1,1951,4,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,Y
4527,City of Crete,2231,Crete,NE,Saline,4,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.1, ,1.0,1.1, ,, , ,RE,X,6,1947,4,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,Y
4527,City of Crete,2231,Crete,NE,Saline,5,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,2.5, ,2.4,2.5, ,, , ,RE,X,5,1963,4,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,Y
4527,City of Crete,2231,Crete,NE,Saline,6,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,3.3, ,3.3,3.3, ,, , ,RE,X,4,1965,4,2013,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,Y,Y
4558,Cutrale Citrus Juices USA Inc,10020,Cutrale Citrus Juices USA I,FL,LAKE,GEN1,Natural Gas Fired Combustion Turbine,GT,,,X,X,,,3.5, ,3.1,3.8, ,, , ,RE,X,12,1987,12,2010,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
4558,Cutrale Citrus Juices USA Inc,10188,Cutrale Citrus Juices USA II,FL,POLK,GEN1,Natural Gas Fired Combined Cycle,CT,,S,X,,,,3.5, ,3.0,3.7, ,, , ,RE,X,12,1987,12,2010,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
4558,Cutrale Citrus Juices USA Inc,10188,Cutrale Citrus Juices USA II,FL,POLK,GEN2,Natural Gas Fired Combined Cycle,CT,,S,X,,,,3.5,0.800,3.0,3.7, ,, , ,RE,X,12,1987,12,2010,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
4558,Cutrale Citrus Juices USA Inc,10188,Cutrale Citrus Juices USA II,FL,POLK,GEN3,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,1.5,0.800,1.3,1.4, ,N, , ,RE,X,11,1982,10,2005,Y,Industrial CHP,7,T,NG,,,,,,,,,,,, ,1H,,,,,,,,,
4716,Dairyland Power Coop,4140,Alma,WI,Buffalo,1,Conventional Steam Coal,ST,,S,X,X,DPC.ALMA1,DPC.DPC,15.0,0.800,18.9,20.6,6.0,, , ,RE,X,9,1947,3,2012,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,, ,,,Y,,,Y,,,N,N
4716,Dairyland Power Coop,4140,Alma,WI,Buffalo,2,Conventional Steam Coal,ST,,S,X,X,DPC.ALMA2,DPC.DPC,15.0,0.800,18.0,19.7,6.0,, , ,RE,X,10,1947,3,2012,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,, ,,,Y,,,Y,,,N,N
4716,Dairyland Power Coop,4140,Alma,WI,Buffalo,3,Conventional Steam Coal,ST,,S,X,X,DPC.ALMA3,DPC.DPC,15.0,0.800,18.9,20.6,6.0,, , ,RE,X,7,1951,3,2012,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,, ,,,Y,,,Y,,,N,N
4716,Dairyland Power Coop,4140,Alma,WI,Buffalo,4,Conventional Steam Coal,ST,,S,X,X,DPC.ALMA4,DPC.DPC,54.4,0.850,40.4,44.6,20.0,N, , ,RE,X,4,1957,9,2014,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,N, ,12H,,Y,,,Y,,,N,N
4716,Dairyland Power Coop,4140,Alma,WI,Buffalo,5,Conventional Steam Coal,ST,,S,X,X,DPC.ALMA5,DPC.DPC,81.6,0.850,62.1,69.0,25.0,N, , ,RE,X,1,1960,10,2014,N,Electric Utility,1,X,BIT,SUB,,,,,DFO,,,,N,N, ,12H,,Y,,,Y,,,N,N
4716,Dairyland Power Coop,7863,Elk Mound,WI,Chippewa,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,35.5, ,35.5,45.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,Y
4716,Dairyland Power Coop,7863,Elk Mound,WI,Chippewa,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,35.5, ,35.5,45.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,Y
4716,Dairyland Power Coop,56149,Seven Mile Creek LFG,WI,Eau Claire,5,Landfill Gas,IC,,S,X,X,,,0.8, ,0.7,0.7, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,LFG,,,,,,,,,,N,, ,,,,,,,,,N,
4716,Dairyland Power Coop,56366,Lake Area Landfill Gas Recovery,WI,WASHBURN,1,Landfill Gas,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
4716,Dairyland Power Coop,56366,Lake Area Landfill Gas Recovery,WI,WASHBURN,2,Landfill Gas,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
4716,Dairyland Power Coop,56366,Lake Area Landfill Gas Recovery,WI,WASHBURN,3,Landfill Gas,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
4716,Dairyland Power Coop,56366,Lake Area Landfill Gas Recovery,WI,WASHBURN,4,Landfill Gas,IC,,S,X,X,,,0.8, ,0.7,0.7, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
4794,City of Danville - (VA),56363,Danville New Design Plant,VA,DANVILLE CITY,GEN 1,Petroleum Liquids,IC,,S,X,X,,,1.8,90.000,1.2,1.2,0.5,N, , ,RE,X,7,2005,1,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,
4794,City of Danville - (VA),56364,Danville Kentuck Road Plant,VA,PITTSYLVANIA,GEN 1,Petroleum Liquids,IC,,S,X,X,,,1.8,90.000,1.2,1.2,0.5,N, , ,RE,X,7,2005,1,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,
4794,City of Danville - (VA),56365,Danville Westover Plant,VA,DANVILLE CITY,GEN1,Petroleum Liquids,IC,,S,X,X,N/A,N/A,1.8,90.000,1.2,1.2,0.5,N, , ,RE,X,7,2005,1,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,1H,,,,,,,,,
4919,City of Dayton - (IA),1135,Dayton (IA),IA,WEBSTER,1,Petroleum Liquids,IC,,S,X,X,,,0.6, ,0.6,0.6, ,N, , ,RE,X,5,1959,7,2001,N,Electric Utility,1,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,
4919,City of Dayton - (IA),1135,Dayton (IA),IA,WEBSTER,4,Petroleum Liquids,IC,,S,X,X,,,0.1, ,0.1,0.1, ,N, , ,RE,X,7,1939,6,2002,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,
4922,Dayton Power & Light Co,2848,O H Hutchings,OH,Montgomery,4,Conventional Steam Coal,ST,,S,X,X,40243937,40243937,69.0,0.850,63.0,64.0,30.0,N, , ,RE,X,2,1951,6,2013,N,Electric Utility,1,X,BIT,NG,,,,,NG,,,,N,, ,12H,,Y,,,Y,,,N,
4959,Aniak Light & Power Co Inc,7182,Aniak,AK,Bethel,3,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.2,0.2, ,N, , ,RE,X,7,1980,8,2005,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
4959,Aniak Light & Power Co Inc,7182,Aniak,AK,Bethel,4,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.2,0.2, ,N, , ,RE,X,7,1980,8,2005,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
