"2014 Form EIA-860 Data - Schedule 3, 'Generator Data' (Retired & Canceled Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,"Turbines, Inverters, or Hydrokinetic Buoys",Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Cofire Fuels?,Switch Between Oil and Natural Gas?
55723,Talen Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 6,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
55723,Talen Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 7,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
55723,Talen Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 8,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
55723,Talen Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 9,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
55723,Talen Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN10,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,
55723,Talen Renewable Energy,57183,PPL Glendon LFGTE Plant,PA,Northampton,3,Landfill Gas,IC,,S,X,X,,,1.6, ,1.6,1.6, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
55733,Waste Management Energy Solutions Inc,56533,Bradley Gas Recovery,CA,Los Angeles,GEN1,Landfill Gas,IC,,S,X,X,LADWP,LADWP,1.3,0.980,1.3,1.3,0.7,N, , ,RE,X,12,2004,5,2013,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,,N,N
55733,Waste Management Energy Solutions Inc,56533,Bradley Gas Recovery,CA,Los Angeles,GEN2,Landfill Gas,IC,,S,X,X,LADWP,LADWP,1.3,0.980,1.3,1.3,0.7,N, , ,RE,X,12,2004,5,2013,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,,N,N
55733,Waste Management Energy Solutions Inc,56533,Bradley Gas Recovery,CA,Los Angeles,GEN3,Landfill Gas,IC,,S,X,X,LADWP,LADWP,1.3,0.980,1.3,1.3,0.7,N, , ,RE,X,12,2004,5,2013,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,,N,N
55733,Waste Management Energy Solutions Inc,56533,Bradley Gas Recovery,CA,Los Angeles,GEN4,Landfill Gas,IC,,S,X,X,,,1.3,0.980,1.3,1.3,0.7,N, , ,RE,X,12,2004,5,2013,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,,N,N
55733,Waste Management Energy Solutions Inc,56533,Bradley Gas Recovery,CA,Los Angeles,GEN5,Landfill Gas,IC,,S,X,X,,,1.3,0.980,1.3,1.3,0.7,N, , ,RE,X,12,2004,5,2013,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,, ,1H,,,,,,,,N,N
55768,RC Cape May Holdings LLC,2378,B L England,NJ,Cape May,1,Conventional Steam Coal,ST,,S,X,X,ENGLAND 15 KV UNIT01,,136.0,0.850,113.0,113.0,70.0,N, , ,RE,X,10,1962,5,2014,N,IPP Non-CHP,2,X,BIT,SUB,DFO,TDF,,,DFO,,,,N,N, ,OVER,,,,Y,Y,,,Y,N
55793,Fusion Paperboard Connecticut LLC,54657,Versailles Mill,CT,New London,NO1,Natural Gas Steam Turbine,ST,,S,X,X,,,20.0,0.900,14.0,15.0,1.5,N, , ,RE,X,10,1962,8,2014,Y,Industrial CHP,7,B,NG,RFO,,,,,NG,,,,N,N, ,12H,,,,Y,,Y,,N,Y
55843,Dynegy Morro Bay LLC,259,Dynegy Morro Bay LLC,CA,San Luis Obispo,1,Natural Gas Steam Turbine,ST,,S,X,X,,,169.1, ,163.0,163.0, ,N, , ,RE,X,7,1956,2,2014,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
55843,Dynegy Morro Bay LLC,259,Dynegy Morro Bay LLC,CA,San Luis Obispo,2,Natural Gas Steam Turbine,ST,,S,X,X,,,169.1, ,163.0,163.0, ,N, , ,RE,X,10,1955,2,2014,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
55843,Dynegy Morro Bay LLC,259,Dynegy Morro Bay LLC,CA,San Luis Obispo,3,Natural Gas Steam Turbine,ST,,S,X,X,,,359.0, ,337.0,337.0, ,N, , ,RE,X,12,1962,2,2014,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
55843,Dynegy Morro Bay LLC,259,Dynegy Morro Bay LLC,CA,San Luis Obispo,4,Natural Gas Steam Turbine,ST,,S,X,X,,,359.0, ,336.0,336.0, ,N, , ,RE,X,8,1963,2,2014,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,, ,,,,,,,,,,
55849,Domtar Paper Co LLC Kingsport Mill,10252,Domtar Kingsport Mill,TN,Sullivan,NO.4,Conventional Steam Coal,ST,,S,X,X,,,4.0, ,4.0,4.0, ,, , ,RE,X,1,1937,4,1999,Y,Industrial CHP,7,,BIT,WDS,BLQ,,,,,,,,N,, ,,,,,,,,,N,
55849,Domtar Paper Co LLC Kingsport Mill,10252,Domtar Kingsport Mill,TN,Sullivan,NO.6,Wood/Wood Waste Biomass,ST,,S,X,X,,,7.0, ,7.0,7.0, ,, , ,RE,X,1,1956,10,2006,Y,Industrial CHP,7,,BLQ,WDS,,,,,,,,,N,, ,,,,,,,,,N,
55849,Domtar Paper Co LLC Kingsport Mill,10252,Domtar Kingsport Mill,TN,Sullivan,NO.7,Wood/Wood Waste Biomass,ST,,S,X,X,,,12.0, ,12.0,12.0, ,, , ,RE,X,1,1965,10,2006,Y,Industrial CHP,7,,BLQ,WDS,,,,,,,,,N,, ,,,,,,,,,N,
55858,Energy Developments Inc,56866,Middle Point Landfill Gas Recovery,TN,RUTHERFORD,1,Landfill Gas,IC,,S,X,X,,,1.4, ,1.4,1.4, ,, , ,RE,X,6,2000,12,2011,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
55858,Energy Developments Inc,56866,Middle Point Landfill Gas Recovery,TN,RUTHERFORD,2,Landfill Gas,IC,,S,X,X,,,1.4, ,1.4,1.4, ,, , ,RE,X,6,2000,12,2011,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
55858,Energy Developments Inc,56867,Roberts Road Power Plant,GA,FAYETTE,1,Landfill Gas,IC,,S,X,X,,,1.4, ,1.4,1.4, ,, , ,RE,X,10,2003,3,2012,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,,, ,,,,,,,,,,
55903,Domtar Paper Company LLC,50189,Domtar Paper Co LLC Plymouth NC,NC,Martin,TG4,Conventional Steam Coal,ST,,S,X,X,,,7.5, ,7.5,7.5, ,, , ,RE,X,3,1949,1,2002,Y,Industrial CHP,7,,BIT,BLQ,DFO,RFO,WDS,,,,,,,, ,,,,,,,,,Y,N
55903,Domtar Paper Company LLC,50189,Domtar Paper Co LLC Plymouth NC,NC,Martin,TG6,Conventional Steam Coal,ST,,S,X,X,,,7.5, ,7.5,7.5, ,, , ,RE,X,1,1956,5,2006,Y,Industrial CHP,7,,BIT,BLQ,DFO,RFO,WDS,,,,,,N,, ,,,,,,,,,Y,N
55918,Acciona Wind Energy USA LLC,56665,Dempsey Ridge Wind Farm,OK,Roger Mills,DR2,Onshore Wind Turbine,WT,,S,X,X,,,92.0, ,92.0,92.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,61,,,,,,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN1,Conventional Steam Coal,ST,,S,X,X,,,1.5,0.800,1.4,1.4, ,N, , ,RE,X,1,1929,2,2002,Y,Industrial CHP,7,,BIT,PC,NG,DFO,SUB,,,,,,,, ,12H,,,,,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN10,Conventional Steam Coal,ST,,S,X,X,,,28.2,0.900,26.4,26.5,3.0,N, , ,RE,X,7,2005,10,2014,Y,Industrial CHP,7,T,BIT,PC,NG,DFO,SUB,,BIT,PC,NG,DFO,N,N, ,12H,N,,,Y,Y,,,Y,N
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN2,Conventional Steam Coal,ST,,S,X,X,,,3.0,0.800,2.8,2.8, ,N, , ,RE,X,1,1933,2,2002,Y,Industrial CHP,7,,BIT,PC,NG,DFO,SUB,,,,,,,, ,12H,,,,Y,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN3,Conventional Steam Coal,ST,,S,X,X,,,3.0,0.800,2.8,2.8, ,N, , ,RE,X,1,1940,2,2002,Y,Industrial CHP,7,,BIT,PC,BIT,DFO,NG,,,,,,,, ,12H,,,,Y,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN4,Conventional Steam Coal,ST,,S,X,X,,,2.5,0.800,2.3,2.4, ,N, , ,RE,X,1,1947,2,2002,Y,Industrial CHP,7,,BIT,PC,BIT,DFO,NG,,,,,,,, ,12H,,,,Y,,,,,
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN5,Conventional Steam Coal,ST,,S,X,X,,,10.0,0.800,7.5,7.5,3.0,N, , ,RE,X,1,1954,10,2014,Y,Industrial CHP,7,T,BIT,PC,NG,DFO,SUB,,BIT,PC,NG,DFO,N,, ,12H,N,,,Y,Y,,,Y,N
55919,Georgia-Pacific Consr Prods LP-Green Bay,10360,Green Bay West Mill,WI,Brown,GEN8,Conventional Steam Coal,ST,,S,X,X,,,25.0, ,20.0,20.0, ,N, , ,RE,X,1,1977,12,2004,Y,Industrial CHP,7,,BIT,PC,BIT,DFO,NG,,,,,,,, ,12H,,,,Y,,,,Y,N
55963,AE Power Services LLC,50553,Edom Hills Project 1 LLC,CA,Riverside,WGNS,Onshore Wind Turbine,WT,,W,X,X,,,11.0, ,6.5,10.2, ,, , ,RE,X,12,1985,8,2007,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,139,,,,,,,,,,
55965,NewPage Corporation,10476,Whiting Mill,WI,Portage,GEN4,Conventional Steam Coal,ST,,S,X,X,,,4.1,0.840,4.1,4.1,4.1,N, , ,RE,X,7,1951,10,2014,Y,Industrial CHP,7,T,SUB,WDS,NG,,,,,,,,N,, ,12H,Y,,,,Y,,,Y,N
55965,NewPage Corporation,54857,Niagara Mill,WI,Marinette,1ST,Conventional Steam Coal,ST,,S,X,X,,,2.5,0.800,2.5,2.5,2.0,N, , ,RE,X,1,1940,6,2008,Y,Industrial CHP,7,T,BIT,WDS,,,,,,,,,N,, ,12H,,Y,,,Y,,,Y,
55965,NewPage Corporation,54857,Niagara Mill,WI,Marinette,2ST,Conventional Steam Coal,ST,,S,X,X,,,9.3,0.800,9.3,9.3,9.0,N, , ,RE,X,1,1964,6,2008,Y,Industrial CHP,7,T,BIT,WDS,,,,,,,,,N,, ,12H,,Y,,,Y,,,Y,
55969,Winnebago Energy Center LLC,56780,Winnebago Energy Center LLC,IL,WINNEBAGO,1,Landfill Gas,IC,,S,X,X,387 BLAC,387 BLAC,1.6,0.800,1.6,1.6,0.8,N, , ,RE,X,12,2007,10,2014,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,N, ,10M,,,,,,,,,
55969,Winnebago Energy Center LLC,56780,Winnebago Energy Center LLC,IL,WINNEBAGO,2,Landfill Gas,IC,,S,X,X,387 BLAC,387 BLAC,1.6,0.800,1.6,1.6,0.8,N, , ,RE,X,12,2007,10,2014,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,N, ,10M,,,,,,,,,
55969,Winnebago Energy Center LLC,56780,Winnebago Energy Center LLC,IL,WINNEBAGO,3,Landfill Gas,IC,,S,X,X,387 BLAC,387 BLAC,1.6,0.800,1.6,1.6,0.8,N, , ,RE,X,12,2007,10,2014,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,N, ,10M,,,,,,,,,
55969,Winnebago Energy Center LLC,56780,Winnebago Energy Center LLC,IL,WINNEBAGO,4,Landfill Gas,IC,,S,X,X,387 BLAC,387 BLAC,1.6,0.800,1.6,1.6,0.8,N, , ,RE,X,12,2007,10,2014,N,IPP Non-CHP,2,X,LFG,,,,,,,,,,N,N, ,10M,,,,,,,,,
55972,Valencia Power LLC,55802,Valencia Energy Facility,NM,Valencia,CTG2,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,159.5, ,159.5,159.5, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55972,Valencia Power LLC,55802,Valencia Energy Facility,NM,Valencia,CTG3,Natural Gas Fired Combustion Turbine,GT,,W,X,X,,,84.2, ,84.2,84.2, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55972,Valencia Power LLC,55802,Valencia Energy Facility,NM,Valencia,CTG4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,84.2, ,84.2,84.2, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55972,Valencia Power LLC,55802,Valencia Energy Facility,NM,Valencia,CTG5,Natural Gas Fired Combined Cycle,CT,,W,X,,,,84.2, ,84.2,84.2, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55972,Valencia Power LLC,55802,Valencia Energy Facility,NM,Valencia,CTG6,Natural Gas Fired Combined Cycle,CT,,S,X,,,,84.2, ,84.2,84.2, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3454,North Lake,TX,Dallas,1,Natural Gas Steam Turbine,ST,,W,X,X,,,176.8, ,175.0,175.0, ,, , ,RE,X,12,1959,5,2009,N,IPP Non-CHP,2,X,NG,DFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3454,North Lake,TX,Dallas,2,Natural Gas Steam Turbine,ST,,W,X,X,,,170.4, ,175.0,175.0, ,, , ,RE,X,12,1961,5,2009,N,IPP Non-CHP,2,X,NG,DFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3454,North Lake,TX,Dallas,3,Natural Gas Steam Turbine,ST,,W,X,X,,,361.3, ,365.0,365.0, ,, , ,RE,X,7,1964,5,2009,N,IPP Non-CHP,2,X,NG,DFO,,,,,NG,,,,,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3455,Parkdale,TX,Dallas,1,Natural Gas Steam Turbine,ST,,W,X,X,,,79.6, ,87.0,87.0, ,, , ,RE,X,6,1953,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3455,Parkdale,TX,Dallas,2,Natural Gas Steam Turbine,ST,,W,X,X,,,125.0, ,115.0,115.0, ,, , ,RE,X,3,1955,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3455,Parkdale,TX,Dallas,3,Natural Gas Steam Turbine,ST,,W,X,X,,,136.0, ,125.0,125.0, ,, , ,RE,X,3,1957,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,1,Natural Gas Steam Turbine,ST,,W,X,X,,,122.5, ,115.0,115.0, ,, , ,RE,X,7,1954,8,2012,N,IPP Non-CHP,2,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,2,Natural Gas Steam Turbine,ST,,W,X,X,,,187.5, ,175.0,175.0, ,, , ,RE,X,12,1956,8,2012,N,IPP Non-CHP,2,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,3,Natural Gas Steam Turbine,ST,,W,X,X,,,396.1, ,375.0,375.0, ,, , ,RE,X,6,1971,8,2012,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,2,Natural Gas Steam Turbine,ST,,W,X,X,,,18.4, ,17.5,17.5, ,, , ,RE,X,7,1950,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,3,Natural Gas Steam Turbine,ST,,W,X,X,,,46.0, ,43.0,42.0, ,, , ,RE,X,7,1952,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,4,Natural Gas Steam Turbine,ST,,W,X,X,,,75.0, ,70.0,77.0, ,, , ,RE,X,6,1954,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,5,Natural Gas Steam Turbine,ST,,W,X,X,,,170.4, ,175.0,175.0, ,, , ,RE,X,6,1959,2,2012,N,IPP Non-CHP,2,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,6,Natural Gas Steam Turbine,ST,,W,X,X,,,517.5, ,511.0,511.0, ,, , ,RE,X,7,1966,2,2012,N,IPP Non-CHP,2,X,NG,RFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,7,Conventional Steam Coal,ST,,W,X,X,,,800.0, ,800.0,800.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3493,North Main,TX,Tarrant,4,Natural Gas Steam Turbine,ST,,W,X,X,,,81.2, ,80.0,80.0, ,, , ,RE,X,5,1952,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,3503,River Crest,TX,Red River,1,Natural Gas Steam Turbine,ST,,W,X,X,,,112.5, ,110.0,110.0, ,, , ,RE,X,6,1954,3,2004,N,IPP Non-CHP,2,X,NG,RFO,,,,,,,,,,, ,,,,,,,,,N,
55983,Luminant Generation Company LLC,6146,Martin Lake,TX,Rusk,4,Conventional Steam Coal,ST,,W,X,X,,,800.0, ,800.0,800.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,6147,Monticello,TX,Titus,4,Conventional Steam Coal,ST,,W,X,X,,,800.0, ,800.0,800.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,TX,Hood,1,Natural Gas Steam Turbine,ST,,W,X,X,,,799.2, ,771.0,771.0, ,, , ,RE,X,5,1975,12,2013,N,IPP Non-CHP,2,X,NG,DFO,,,,,NG,,,,N,, ,,,,,,,,,Y,
55983,Luminant Generation Company LLC,50615,TXU Sweetwater Generating Plant,TX,Nolan,GT01,Natural Gas Fired Combined Cycle,CT,,W,X,,,,45.0, ,41.0,41.0, ,, , ,RE,X,6,1989,5,2012,Y,IPP CHP,3,T,NG,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,50615,TXU Sweetwater Generating Plant,TX,Nolan,GT02,Natural Gas Fired Combined Cycle,CT,,W,X,,,,99.0, ,86.0,86.0, ,, , ,RE,X,6,1989,5,2012,N,IPP CHP,3,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,50615,TXU Sweetwater Generating Plant,TX,Nolan,GT03,Natural Gas Fired Combined Cycle,CT,,W,X,,,,99.0, ,86.0,86.0, ,, , ,RE,X,6,1989,5,2012,N,IPP CHP,3,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55983,Luminant Generation Company LLC,50615,TXU Sweetwater Generating Plant,TX,Nolan,STG1,Natural Gas Fired Combined Cycle,CA,,W,Y,X,,,101.0, ,76.0,76.0, ,, , ,RE,X,6,1989,9,2009,N,IPP CHP,3,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
55997,Domtar Paper Company Rothschild,50190,Domtar Paper Company Rothschild,WI,Marathon,TG2,Natural Gas Steam Turbine,ST,,S,X,X,,,5.0, ,4.7,4.7, ,N, , ,RE,X,1,1954,6,2013,Y,Industrial Non-CHP,6,T,NG,WDS,DFO,,,,,,,,N,, ,,,,,,,,,N,Y
56024,Kamin LLC,54880,Kamin LLC Wrens Plant,GA,Jefferson,TUR1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,1.0, ,0.9,1.0, ,, , ,RE,X,1,1986,6,2002,Y,Industrial CHP,7,,NG,,,,,,,,,,N,, ,,,,,,,,,,
56024,Kamin LLC,54880,Kamin LLC Wrens Plant,GA,Jefferson,WP1,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,, , ,RE,X,1,1988,6,2006,N,Industrial CHP,7,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
56024,Kamin LLC,54880,Kamin LLC Wrens Plant,GA,Jefferson,WPH1,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,, , ,RE,X,1,1988,2,2013,N,Industrial CHP,7,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
56024,Kamin LLC,54880,Kamin LLC Wrens Plant,GA,Jefferson,WPH2,Petroleum Liquids,IC,,S,X,X,,,1.2, ,1.2,1.2, ,, , ,RE,X,1,1989,2,2013,N,Industrial CHP,7,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
56024,Kamin LLC,54880,Kamin LLC Wrens Plant,GA,Jefferson,WPH3,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,1,1988,2,2013,N,Industrial CHP,7,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
56024,Kamin LLC,55961,Kamin LLC Wrens Mine,GA,Warren,WM1,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,1,1988,3,2013,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
56024,Kamin LLC,55961,Kamin LLC Wrens Mine,GA,Warren,WM2,Petroleum Liquids,IC,,S,X,X,,,1.0, ,1.0,1.0, ,, , ,RE,X,1,1988,3,2013,N,Industrial Non-CHP,6,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,
56079,Encore Energy Partners Operating LLC,52127,Elk Basin Gasoline Plant,WY,Park,GEN3,Other Gases,ST,,J,X,X,,,0.5, ,0.4,0.4, ,N, , ,RE,X,1,1958,3,2007,N,Industrial CHP,7,X,OG,,,,,,,,,,N,, ,,,,,,,,,,
56081,Southeastern Chester County Refuse Auth,56873,SECCRA Community Landfill,PA,Chester,2,Landfill Gas,IC,,S,X,X,,,1.1, ,1.1,1.1, ,N, , ,RE,X,10,2008,11,2010,N,Commercial Non-CHP,4,X,LFG,,,,,,,,,,N,, ,,,,,,,,,,
56108,Targa Pipeline Mid-Continent WestTex LLC,54459,Midkiff Plant,TX,Reagan,1,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.2, ,1.2,1.2, ,, , ,RE,X,5,1990,12,2009,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
56108,Targa Pipeline Mid-Continent WestTex LLC,54459,Midkiff Plant,TX,Reagan,2,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.2, ,1.2,1.2, ,, , ,RE,X,5,1990,12,2009,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
56108,Targa Pipeline Mid-Continent WestTex LLC,54459,Midkiff Plant,TX,Reagan,3,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,1.2, ,1.2,1.2, ,, , ,RE,X,5,1990,12,2009,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,, ,,,,,,,,,,
56146,Black Hills/Colorado Elec.Util,460,Pueblo,CO,Pueblo,5,Natural Gas Steam Turbine,ST,,S,X,X,,,7.5,0.850,7.0,7.0,4.0,N, , ,RE,X,7,2001,12,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,,,
56146,Black Hills/Colorado Elec.Util,460,Pueblo,CO,Pueblo,6,Natural Gas Steam Turbine,ST,,S,X,X,,,15.0,0.850,15.0,15.0,8.0,N, , ,RE,X,7,1949,12,2013,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,,,
56146,Black Hills/Colorado Elec.Util,462,W N Clark,CO,Fremont,1,Conventional Steam Coal,ST,,S,X,X,,,18.7,0.850,16.0,16.0,10.0,N, , ,RE,X,9,1955,12,2013,N,Electric Utility,1,X,BIT,WDS,,,,,BIT,,,,N,N, ,OVER,,N,,,N,,,,
56146,Black Hills/Colorado Elec.Util,462,W N Clark,CO,Fremont,2,Conventional Steam Coal,ST,,S,X,X,,,25.0,0.850,24.9,24.9,10.0,N, , ,RE,X,1,1959,12,2013,N,Electric Utility,1,X,BIT,WDS,,,,,BIT,,,,N,N, ,OVER,,N,,,N,,,,
56150,ArcelorMittal USA Inc,10211,2 AC Station,IN,Lake,10TG,Other Gases,ST,,S,X,X,,,20.0, ,18.0,18.0,5.0,, , ,RE,X,1,1948,4,2009,N,Industrial CHP,7,X,BFG,NG,,,,,,,,,N,, ,,,,,,,,,Y,N
